1059.17	1064.40	yeah that looks correct
1066.39	1074.96	now we have to repeat the same for all ten digits which is a bit boring
1145.19	1152.50	okay i think i'm done with text for train dataset let's see what we have there
1169.63	1176.53	yeah it's one thousand five hundred utterances that's good
1176.78	1182.66	now i have to repeat the same for training data testing set
1275.08	1279.46	okay that's this looks correct
1279.58	1285.71	we have all five hundred utterances from theo
1289.34	1308.06	yeah as you can see for example in this case we have three underscore three as a part of utterance name but it does not mean that the transcription would be three because three is not the digit
1308.07	1320.94	it's just an id of the utterance the digit is six and it is surrounded by two underscores that's the reason why we used two underscores in grep
1329.78	1334.23	the next file us utterance to speaker
1335.22	1343.50	it should be again the same utterance id and speaker id separated by space
1349.24	1359.77	it should be actually easier we just need to grep four times per dataset per in total
1360.09	1368.76	three times in the training and one time in testing
1390.16	1395.72	hm i think i made a mistake in the test set
1396.03	1405.37	it should not be theo it should be yweweler
1407.77	1409.83	i'm sorry
1463.04	1472.50	okay that looks better but now i would need to let's just check we also have theo
1479.63	1487.93	now text file contains wrong utterances
1488.80	1500.27	since i know that the only difference is the speaker name i can quickly fix it with sed
1530.90	1533.56	this looks better
1539.02	1547.62	yes i can find this utterance so wav scp and text look consistent
1557.12	1561.90	okay where did we stop
1562.91	1573.62	it was train and it was speaker jackson
1590.90	1593.57	yeah that looks good
1605.24	1612.11	now we have to do the same for nicolas and theo
1657.29	1660.53	okay looks good
1665.94	1670.59	we have theo we have nicolas we have jackson
1671.85	1679.74	now we need ywelwer yweweler hm
1685.61	1688.66	and we need to do the same test
1713.84	1715.59	cool
1717.92	1736.86	okay the next is corpus and it should be in data local and this is just a text file for language model training
1736.90	1749.40	language model training is quite different from everything else in asr and because of this the format of data is also different
1749.50	1759.52	actually it's much simpler in only has data without any labels or attributes it's just text
1760.82	1781.02	and for this we need to create data local and we will use cut command to get the text from the to get the transcriptions from the text file
1784.99	1793.84	this option f tells cut that it should use space to split fields in the file
1803.26	1809.07	and we only sorry that should be d
1809.81	1812.29	d stands for delimiter
1812.56	1820.31	f stands for field and we want to only select field number two and everything else
1822.01	1828.39	and also actually we only have one field in this case because we only have one word
1828.42	1834.96	but usually we have more than one word in the transcription and we need to select more than one field
1837.90	1840.81	in this case it's enough to select just only field number two
1841.62	1847.28	if we would select field number one for example we will see utterance id
1850.50	1857.53	okay let's save the result to data local corpus txt as the tutorial suggests
1867.43	1877.78	by the way i use less to evaluate or to look into text files it's quite ehm convenient
1878.87	1886.05	it can show you any text files of any size
1887.07	1893.58	and to jump to the end of the file i usually use shift f or capital f
1895.00	1918.15	and in this case it switches to automatic updates so that if the file was changed the less program will automatically update what it displays and scroll to the new end of the file
1918.78	1926.90	to exit of this mode of waiting for data i use ctrl c
1927.15	1938.02	and then i'm in normal mode again and then i can go to the beginning of file again with g g i think
1938.38	1940.74	actually g is enough
1944.01	1949.07	oh and shift g can also bring you to the end of the file
1963.35	1980.50	okay and the next part is language data and it mainly deals with various linguistic resources such as lexicon
1983.27	1988.44	so in data local we need to create dict directory
1996.33	2000.19	and there we should create lexicon txt
2010.06	2028.70	i use vim editor you can use for example nano if you are not familiar with vim because vim has quite special way to operate and it might be inconvenient for you if you are not used to it
2034.04	2044.12	basically we need to copy paste this contents and we will have the pronunciation dictionary for our system
2063.99	2082.46	so here we have all our words which are just digits and phonetic transcription for them with some pseudo phonetic alphabet so to say
2082.78	2101.90	and two additional words one is unknown word which is usually used for transcribing or for labeling the audio recordings with some words which are not contained in the dictionary
2102.36	2133.51	and another one is silence which is used to label parts of the recordings without any speech so that the machine learning algorithm can still get unambiguous labels for any kind audio input and learn meaningful ehm mapping
2140.35	2151.52	to create a special file which lists all the phones which are not silence
2152.48	2173.62	it's quite important to separate phones or labels related to speech from all other labels because speech is quite different in the recording from everything else
2242.54	2247.95	alright i think we have finished the data preparation part
2248.50	2260.39	i have done everything by hand with just bash commands and would suggest you to do this this way as well
2260.69	2268.91	just to see what kind of input and output you need to provide to the system
2268.92	2280.38	normally all these operations are automated using scripts in various languages mainly bash and python
2280.39	2287.42	and i would encourage you after finishing this tutorial try to write your scripts as well
2289.10	2300.49	if you write any scripts which create these files automatically please send them to me so that i can check if your understood everything correctly
2301.29	2312.66	or alternatively you can just evaluate output of your scripts and compare it with files which we created here by hand
2315.96	2318.62	see you in the next video
